@relation 1train-c-weka.filters.unsupervised.attribute.Remove-R6-7

@attribute refinedUse numeric
@attribute ' dow' {0,1,2,3,4,5,6}
@attribute ' phase' {0,1,2,3}
@attribute ' dType' {0,1}
@attribute ' Time' numeric
@attribute ' Cluster' {cluster8,cluster13,cluster7,cluster11,cluster6,cluster4,cluster1,cluster19,cluster10,cluster0,cluster16,cluster2,cluster3,cluster5,cluster15,cluster17,cluster18,cluster9,cluster14,cluster12}

@data
1.5174,4,1,1,2530,cluster9
0.155683,4,3,1,9210,cluster11
0.488983,1,0,1,20210,cluster8
1.5174,4,1,1,2530,cluster9
1.5174,4,1,1,2530,cluster9
0.883617,5,0,1,14560,cluster8
0.097433,4,0,1,21400,cluster11
1.5174,4,1,1,2530,cluster9
1.5174,4,1,1,2530,cluster9
0.155683,4,3,1,9210,cluster11
1.5174,4,1,1,2530,cluster9
1.5174,4,1,1,2530,cluster9
0.034549,0,0,0,20180,cluster11
1.62095,2,3,1,9240,cluster4
1.89752,3,3,1,7190,cluster19
1.5174,4,1,1,2530,cluster9
1.5174,4,1,1,2530,cluster9
0.034549,0,0,0,20180,cluster11
1.62095,2,3,1,9240,cluster4
0.309817,0,3,0,11270,cluster16
1.89752,3,3,1,7190,cluster19
2.36638,1,3,1,10270,cluster16
1.35138,1,0,1,17000,cluster17
1.28138,2,1,1,2070,cluster14
1.28138,2,1,1,2070,cluster14
1.05985,5,3,0,12200,cluster9
1.05985,5,3,0,12200,cluster9
0.309817,0,3,0,11270,cluster16
0.761035,1,1,1,1080,cluster2
0.761035,1,1,1,1080,cluster2
1.28138,2,1,1,2070,cluster14
1.28138,2,1,1,2070,cluster14
2.36638,1,3,1,10270,cluster16
1.35138,1,0,1,17000,cluster17
0.761035,1,1,1,1080,cluster2
0.761035,1,1,1,1080,cluster2
1.73348,3,2,1,6560,cluster5
1.05985,5,3,0,12200,cluster9
1.05985,5,3,0,12200,cluster9
0.761035,1,1,1,1080,cluster2
0.761035,1,1,1,1080,cluster2
1.28138,2,1,1,2070,cluster14
1.28138,2,1,1,2070,cluster14
1.42845,5,3,0,12250,cluster9
1.42845,5,3,0,12250,cluster9
0.761035,1,1,1,1080,cluster2
0.761035,1,1,1,1080,cluster2
0.228166,0,2,0,4290,cluster11
0.530417,0,1,0,1180,cluster2
0.530417,0,1,0,1180,cluster2
2.00202,3,3,1,7160,cluster19
2.36638,1,3,1,10270,cluster16
0.761035,1,1,1,1080,cluster2
0.761035,1,1,1,1080,cluster2
1.24912,2,1,1,1570,cluster14
1.24912,2,1,1,1570,cluster14
1.07427,2,2,1,4010,cluster18
1.28138,2,1,1,2070,cluster14
1.28138,2,1,1,2070,cluster14
1.05985,5,3,0,12200,cluster9
1.05985,5,3,0,12200,cluster9
0.761035,1,1,1,1080,cluster2
0.761035,1,1,1,1080,cluster2
1.73348,3,2,1,6560,cluster5
0.250333,6,0,0,19020,cluster17
2.00202,3,3,1,7160,cluster19
2.36638,1,3,1,10270,cluster16
1.55512,2,3,1,9420,cluster4
1.28138,2,1,1,2070,cluster14
1.28138,2,1,1,2070,cluster14
1.92093,3,2,1,6040,cluster19
1.24912,2,1,1,1570,cluster14
1.24912,2,1,1,1570,cluster14
0.530417,0,1,0,1180,cluster2
0.530417,0,1,0,1180,cluster2
2.00202,3,3,1,7160,cluster19
1.92093,3,2,1,6040,cluster19
1.73348,3,2,1,6560,cluster5
1.07427,2,2,1,4010,cluster18
1.14142,3,1,1,2010,cluster5
1.24912,2,1,1,1570,cluster14
1.24912,2,1,1,1570,cluster14
0.250333,6,0,0,19020,cluster17
1.55512,2,3,1,9420,cluster4
0.35801,6,3,0,10470,cluster15
0.35801,6,3,0,10470,cluster15
1.02372,5,2,0,6250,cluster16
1.06838,5,3,0,12210,cluster9
1.06838,5,3,0,12210,cluster9
2.36483,0,3,0,9500,cluster19
1.02372,5,2,0,6250,cluster16
1.06838,5,3,0,12210,cluster9
1.06838,5,3,0,12210,cluster9
2.36483,0,3,0,9500,cluster19
1.06838,5,3,0,12210,cluster9
1.06838,5,3,0,12210,cluster9
2.36483,0,3,0,9500,cluster19
1.06838,5,3,0,12210,cluster9
1.06838,5,3,0,12210,cluster9
2.36483,0,3,0,9500,cluster19
0.6353,6,1,0,1200,cluster16
1.66105,2,3,1,9150,cluster4
1.11937,4,1,1,1170,cluster15
1.11937,4,1,1,1170,cluster15
0.464383,0,1,0,240,cluster8
0.740163,3,3,1,12370,cluster8
0.6353,6,1,0,1200,cluster16
0.6575,4,0,1,14220,cluster3
1.42845,5,3,0,12250,cluster9
1.42845,5,3,0,12250,cluster9
1.11937,4,1,1,1170,cluster15
1.11937,4,1,1,1170,cluster15
0,6,0,0,18250,cluster11
2.36638,1,3,1,10270,cluster16
0.6353,6,1,0,1200,cluster16
0.6575,4,0,1,14220,cluster3
1.66105,2,3,1,9150,cluster4
0.663734,1,0,1,16090,cluster17
1.11937,4,1,1,1170,cluster15
1.11937,4,1,1,1170,cluster15
0.464383,0,1,0,240,cluster8
1.42845,5,3,0,12250,cluster9
1.42845,5,3,0,12250,cluster9
0.6353,6,1,0,1200,cluster16
2.36638,1,3,1,10270,cluster16
0.663734,1,0,1,16090,cluster17
0.6353,6,1,0,1200,cluster16
0.6575,4,0,1,14220,cluster3
1.85352,2,3,1,9140,cluster4
1.42845,5,3,0,12250,cluster9
1.42845,5,3,0,12250,cluster9
0.384183,0,3,0,11100,cluster8
2.36638,1,3,1,10270,cluster16
0.311717,0,1,0,60,cluster8
1.08553,5,1,0,2110,cluster3
0.663734,1,0,1,16090,cluster17
0.6575,4,0,1,14220,cluster3
1.71938,4,1,1,2370,cluster5
1.09275,1,3,1,8490,cluster8
2.36638,1,3,1,10270,cluster16
1.07427,2,2,1,4010,cluster18
1.85352,2,3,1,9140,cluster4
0.250333,6,0,0,19020,cluster17
0.499834,1,1,1,440,cluster2
0.499834,1,1,1,440,cluster2
0.816766,1,0,1,14250,cluster8
0.250333,6,0,0,19020,cluster17
2.02575,4,2,1,5110,cluster4
0.499834,1,1,1,440,cluster2
0.499834,1,1,1,440,cluster2
0.935819,3,1,1,460,cluster3
0.612384,0,0,0,23550,cluster8
0.250333,6,0,0,19020,cluster17
0.493817,0,2,0,4460,cluster8
1.61393,4,1,1,530,cluster7
1.61393,4,1,1,530,cluster7
2.02575,4,2,1,5110,cluster4
0.250333,6,0,0,19020,cluster17
0.819549,6,1,0,1160,cluster16
1.61393,4,1,1,530,cluster7
1.61393,4,1,1,530,cluster7
0.250333,6,0,0,19020,cluster17
1.02848,1,0,1,16320,cluster17
0.421901,0,1,0,330,cluster8
2.02575,4,2,1,5110,cluster4
1.71562,3,2,1,6510,cluster5
0.819549,6,1,0,1160,cluster16
1.22422,3,1,1,2100,cluster19
1.02848,1,0,1,16320,cluster17
0.819549,6,1,0,1160,cluster16
1.71562,3,2,1,6510,cluster5
1.22422,3,1,1,2100,cluster19
0.71127,0,0,0,16000,cluster11
0.667834,5,3,0,12120,cluster9
0.667834,5,3,0,12120,cluster9
1.02848,1,0,1,16320,cluster17
1.37787,1,0,1,23580,cluster15
1.37787,1,0,1,23580,cluster15
1.5174,4,1,1,2530,cluster9
1.5174,4,1,1,2530,cluster9
2.09128,3,0,1,14460,cluster8
1.62095,2,3,1,9240,cluster4
1.37787,1,0,1,23580,cluster15
1.37787,1,0,1,23580,cluster15
1.89752,3,3,1,7190,cluster19
1.5174,4,1,1,2530,cluster9
1.5174,4,1,1,2530,cluster9
1.37787,1,0,1,23580,cluster15
1.37787,1,0,1,23580,cluster15
0.279083,5,2,0,6340,cluster8
1.62095,2,3,1,9240,cluster4
2.17138,4,1,1,2320,cluster5
1.89752,3,3,1,7190,cluster19
1.62095,2,3,1,9240,cluster4
2.17138,4,1,1,2320,cluster5
1.89752,3,3,1,7190,cluster19
1.62095,2,3,1,9240,cluster4
0.601317,5,2,0,6260,cluster16
1.89752,3,3,1,7190,cluster19
2.17138,4,1,1,2320,cluster5
1.89752,3,3,1,7190,cluster19
0.601317,5,2,0,6260,cluster16
0.642433,4,0,1,14240,cluster3
0.309817,0,3,0,11270,cluster16
1.89752,3,3,1,7190,cluster19
0.075517,5,0,1,18270,cluster11
1.35138,1,0,1,17000,cluster17
1.05985,5,3,0,12200,cluster9
1.05985,5,3,0,12200,cluster9
0.038393,5,1,1,2330,cluster11
0.97395,2,2,1,4030,cluster18
0.384183,0,3,0,11100,cluster8
1.42845,5,3,0,12250,cluster9
1.42845,5,3,0,12250,cluster9
1.28138,2,1,1,2070,cluster14
1.28138,2,1,1,2070,cluster14
1.44575,3,1,1,1160,cluster5
0,6,0,0,18520,cluster11
2.00202,3,3,1,7160,cluster19
0.309817,0,3,0,11270,cluster16
1.92093,3,2,1,6040,cluster19
1.73348,3,2,1,6560,cluster5
2.00202,3,3,1,7160,cluster19
1.44575,3,1,1,1160,cluster5
1.35138,1,0,1,17000,cluster17
1.14142,3,1,1,2010,cluster5
2.00202,3,3,1,7160,cluster19
1.42845,5,3,0,12250,cluster9
1.42845,5,3,0,12250,cluster9
1.92093,3,2,1,6040,cluster19
1.24912,2,1,1,1570,cluster14
1.24912,2,1,1,1570,cluster14
1.07427,2,2,1,4010,cluster18
2.00202,3,3,1,7160,cluster19
1.44575,3,1,1,1160,cluster5
0.309817,0,3,0,11270,cluster16
2.22528,3,3,1,7120,cluster19
1.73348,3,2,1,6560,cluster5
0.250333,6,0,0,19020,cluster17
0.10595,0,0,0,20500,cluster8
1.14142,3,1,1,2010,cluster5
1.24912,2,1,1,1570,cluster14
1.24912,2,1,1,1570,cluster14
1.55512,2,3,1,9420,cluster4
0.97395,2,2,1,4030,cluster18
1.44575,3,1,1,1160,cluster5
1.92093,3,2,1,6040,cluster19
0.35801,6,3,0,10470,cluster15
0.35801,6,3,0,10470,cluster15
0.97395,2,2,1,4030,cluster18
1.18032,1,3,1,9030,cluster8
2.22528,3,3,1,7120,cluster19
0.945633,2,0,1,16190,cluster8
0.819549,6,1,0,1160,cluster16
1.14142,3,1,1,2010,cluster5
0.523633,5,3,1,10580,cluster7
0.523633,5,3,1,10580,cluster7
1.55512,2,3,1,9420,cluster4
0.97395,2,2,1,4030,cluster18
0.576933,4,1,1,2030,cluster8
1.92093,3,2,1,6040,cluster19
0.35801,6,3,0,10470,cluster15
0.35801,6,3,0,10470,cluster15
1.38027,2,1,1,2570,cluster14
1.38027,2,1,1,2570,cluster14
2.22528,3,3,1,7120,cluster19
0.523633,5,3,1,10580,cluster7
0.523633,5,3,1,10580,cluster7
1.40418,4,2,1,4500,cluster14
1.40418,4,2,1,4500,cluster14
1.55512,2,3,1,9420,cluster4
0.35801,6,3,0,10470,cluster15
0.35801,6,3,0,10470,cluster15
0.819549,6,1,0,1160,cluster16
1.06838,5,3,0,12210,cluster9
1.06838,5,3,0,12210,cluster9
2.36483,0,3,0,9500,cluster19
1.38027,2,1,1,2570,cluster14
1.38027,2,1,1,2570,cluster14
1.06838,5,3,0,12210,cluster9
1.06838,5,3,0,12210,cluster9
1.40418,4,2,1,4500,cluster14
1.40418,4,2,1,4500,cluster14
1.61182,4,2,1,6090,cluster4
1.61182,4,2,1,6090,cluster4
1.61182,4,2,1,6090,cluster4
1.22422,3,1,1,2100,cluster19
0.6353,6,1,0,1200,cluster16
0.103183,4,0,1,16130,cluster11
1.66105,2,3,1,9150,cluster4
1.02698,1,0,1,16140,cluster17
0,4,3,1,10370,cluster11
1.02698,1,0,1,16140,cluster17
0.174734,0,0,1,23020,cluster11
1.02698,1,0,1,16140,cluster17
2.36638,1,3,1,10270,cluster16
0.663734,1,0,1,16090,cluster17
1.02698,1,0,1,16140,cluster17
0.421784,1,0,1,15280,cluster8
1.66105,2,3,1,9150,cluster4
1.71938,4,1,1,2370,cluster5
0.36189,1,3,1,10460,cluster7
0.36189,1,3,1,10460,cluster7
1.02698,1,0,1,16140,cluster17
0.070173,3,1,1,1000,cluster11
0.663734,1,0,1,16090,cluster17
0.36189,1,3,1,10460,cluster7
0.36189,1,3,1,10460,cluster7
2.36638,1,3,1,10270,cluster16
1.71938,4,1,1,2370,cluster5
1.02698,1,0,1,16140,cluster17
1.85352,2,3,1,9140,cluster4
2.36638,1,3,1,10270,cluster16
1.66105,2,3,1,9150,cluster4
0.911817,5,3,0,12100,cluster9
0.911817,5,3,0,12100,cluster9
1.71938,4,1,1,2370,cluster5
2.36638,1,3,1,10270,cluster16
1.61393,4,1,1,530,cluster7
1.61393,4,1,1,530,cluster7
1.61393,4,1,1,530,cluster7
1.61393,4,1,1,530,cluster7
2.02575,4,2,1,5110,cluster4
1.61393,4,1,1,530,cluster7
1.61393,4,1,1,530,cluster7
1.10157,1,0,1,19420,cluster8
2.02575,4,2,1,5110,cluster4
1.65993,4,2,1,6150,cluster4
0.819549,6,1,0,1160,cluster16
1.07222,3,1,1,1300,cluster5
0,5,0,1,22200,cluster11
1.61393,4,1,1,530,cluster7
1.61393,4,1,1,530,cluster7
1.71562,3,2,1,6510,cluster5
1.38027,2,1,1,2570,cluster14
1.38027,2,1,1,2570,cluster14
0,5,0,1,22200,cluster11
1.22422,3,1,1,2100,cluster19
0.819549,6,1,0,1160,cluster16
0.180083,1,1,1,1230,cluster11
0.667834,5,3,0,12120,cluster9
0.667834,5,3,0,12120,cluster9
1.38027,2,1,1,2570,cluster14
1.38027,2,1,1,2570,cluster14
1.02848,1,0,1,16320,cluster17
1.40418,4,2,1,4500,cluster14
1.40418,4,2,1,4500,cluster14
1.71562,3,2,1,6510,cluster5
1.22422,3,1,1,2100,cluster19
1.82363,3,2,1,6430,cluster5
0.667834,5,3,0,12120,cluster9
0.667834,5,3,0,12120,cluster9
1.51183,4,1,1,2310,cluster5
0.601317,5,2,0,6260,cluster16
0.642433,4,0,1,14240,cluster3
1.51183,4,1,1,2310,cluster5
0.601317,5,2,0,6260,cluster16
1.89752,3,3,1,7190,cluster19
0.642433,4,0,1,14240,cluster3
1.51183,4,1,1,2310,cluster5
0.306217,5,3,1,13540,cluster8
0.601317,5,2,0,6260,cluster16
0.97395,2,2,1,4030,cluster18
0.642433,4,0,1,14240,cluster3
1.51183,4,1,1,2310,cluster5
1.89752,3,3,1,7190,cluster19
1.76993,2,3,1,9410,cluster4
1.06865,5,3,0,12230,cluster9
1.06865,5,3,0,12230,cluster9
0.97395,2,2,1,4030,cluster18
0.642433,4,0,1,14240,cluster3
0.601317,5,2,0,6260,cluster16
1.60727,4,2,1,6060,cluster4
1.51183,4,1,1,2310,cluster5
1.76993,2,3,1,9410,cluster4
0.97395,2,2,1,4030,cluster18
0.642433,4,0,1,14240,cluster3
1.60727,4,2,1,6060,cluster4
1.44575,3,1,1,1160,cluster5
0.474483,6,1,0,2400,cluster2
0.474483,6,1,0,2400,cluster2
0.97395,2,2,1,4030,cluster18
1.42935,4,1,1,2150,cluster19
0.474483,6,1,0,2400,cluster2
0.474483,6,1,0,2400,cluster2
1.16857,3,1,1,1420,cluster5
1.14142,3,1,1,2010,cluster5
0.523633,5,3,1,10580,cluster7
0.523633,5,3,1,10580,cluster7
0.97395,2,2,1,4030,cluster18
1.44575,3,1,1,1160,cluster5
1.92093,3,2,1,6040,cluster19
0.523633,5,3,1,10580,cluster7
0.523633,5,3,1,10580,cluster7
0.265401,2,0,1,20500,cluster8
0.462616,6,3,0,10580,cluster7
0.462616,6,3,0,10580,cluster7
2.22528,3,3,1,7120,cluster19
0.523633,5,3,1,10580,cluster7
0.523633,5,3,1,10580,cluster7
0.474483,6,1,0,2400,cluster2
0.474483,6,1,0,2400,cluster2
0.374436,3,1,1,1190,cluster3
1.42935,4,1,1,2150,cluster19
0.523633,5,3,1,10580,cluster7
0.523633,5,3,1,10580,cluster7
0.35801,6,3,0,10470,cluster15
0.35801,6,3,0,10470,cluster15
0.97395,2,2,1,4030,cluster18
1.16857,3,1,1,1420,cluster5
1.14142,3,1,1,2010,cluster5
0.523633,5,3,1,10580,cluster7
0.523633,5,3,1,10580,cluster7
0.462616,6,3,0,10580,cluster7
0.462616,6,3,0,10580,cluster7
1.44575,3,1,1,1160,cluster5
1.92093,3,2,1,6040,cluster19
1.62688,2,3,1,9480,cluster4
0.819549,6,1,0,1160,cluster16
2.22528,3,3,1,7120,cluster19
0.925899,0,3,0,11180,cluster2
0.925899,0,3,0,11180,cluster2
0.35801,6,3,0,10470,cluster15
0.35801,6,3,0,10470,cluster15
1.0894,2,2,1,4020,cluster18
0.547416,4,1,1,2020,cluster8
1.28808,4,1,1,2140,cluster19
0.925899,0,3,0,11180,cluster2
0.925899,0,3,0,11180,cluster2
1.86115,3,2,1,6210,cluster8
1.38027,2,1,1,2570,cluster14
1.38027,2,1,1,2570,cluster14
2.14195,3,3,1,7200,cluster4
1.1617,5,2,0,6210,cluster16
1.40418,4,2,1,4500,cluster14
1.40418,4,2,1,4500,cluster14
0.35801,6,3,0,10470,cluster15
0.35801,6,3,0,10470,cluster15
1.61182,4,2,1,6090,cluster4
1.22422,3,1,1,2100,cluster19
1.61182,4,2,1,6090,cluster4
1.71562,3,2,1,6510,cluster5
1.22422,3,1,1,2100,cluster19
1.71562,3,2,1,6510,cluster5
0.36189,1,3,1,10460,cluster7
0.36189,1,3,1,10460,cluster7
1.02698,1,0,1,16140,cluster17
0.36189,1,3,1,10460,cluster7
0.36189,1,3,1,10460,cluster7
1.23153,4,2,1,5060,cluster14
1.23153,4,2,1,5060,cluster14
1.61243,4,2,1,5300,cluster4
0.148268,1,2,1,4530,cluster11
1.0611,6,3,0,10590,cluster2
1.0611,6,3,0,10590,cluster2
0.433599,5,1,0,1150,cluster11
0.911817,5,3,0,12100,cluster9
0.911817,5,3,0,12100,cluster9
1.23153,4,2,1,5060,cluster14
1.23153,4,2,1,5060,cluster14
0.270849,6,3,0,11330,cluster2
0.270849,6,3,0,11330,cluster2
1.61243,4,2,1,5300,cluster4
1.05563,6,3,0,10580,cluster2
1.05563,6,3,0,10580,cluster2
2.36638,1,3,1,10270,cluster16
1.71938,4,1,1,2370,cluster5
0,3,1,1,1280,cluster11
1.23153,4,2,1,5060,cluster14
1.23153,4,2,1,5060,cluster14
1.85352,2,3,1,9140,cluster4
1.04357,1,1,1,390,cluster2
1.04357,1,1,1,390,cluster2
0.255401,6,1,0,2270,cluster11
1.16973,1,1,1,70,cluster15
1.16973,1,1,1,70,cluster15
1.61243,4,2,1,5300,cluster4
1.05943,5,3,0,12190,cluster9
1.05943,5,3,0,12190,cluster9
0.911817,5,3,0,12100,cluster9
0.911817,5,3,0,12100,cluster9
1.05563,6,3,0,10580,cluster2
1.05563,6,3,0,10580,cluster2
1.23153,4,2,1,5060,cluster14
1.23153,4,2,1,5060,cluster14
2.36638,1,3,1,10270,cluster16
0.270849,6,3,0,11330,cluster2
0.270849,6,3,0,11330,cluster2
1.85352,2,3,1,9140,cluster4
0.565783,4,1,1,2000,cluster8
1.05943,5,3,0,12190,cluster9
1.05943,5,3,0,12190,cluster9
1.65993,4,2,1,6150,cluster4
1.71938,4,1,1,2370,cluster5
2.20295,3,3,1,7280,cluster19
2.36638,1,3,1,10270,cluster16
1.07222,3,1,1,1300,cluster5
1.14699,3,1,1,2180,cluster19
1.05943,5,3,0,12190,cluster9
1.05943,5,3,0,12190,cluster9
0.506753,6,3,0,10560,cluster7
0.506753,6,3,0,10560,cluster7
0.838884,1,0,1,14230,cluster8
1.65993,4,2,1,6150,cluster4
0.819549,6,1,0,1160,cluster16
1.0894,2,2,1,4020,cluster18
2.20295,3,3,1,7280,cluster19
1.07222,3,1,1,1300,cluster5
1.14699,3,1,1,2180,cluster19
1.56238,2,3,1,9200,cluster4
0.175916,0,0,1,22000,cluster11
1.38027,2,1,1,2570,cluster14
1.38027,2,1,1,2570,cluster14
1.0894,2,2,1,4020,cluster18
1.56238,2,3,1,9200,cluster4
1.40418,4,2,1,4500,cluster14
1.40418,4,2,1,4500,cluster14
0,0,0,0,19260,cluster11
0.011617,0,0,1,21550,cluster11
1.65993,4,2,1,6150,cluster4
1.02848,1,0,1,16320,cluster17
0.819549,6,1,0,1160,cluster16
1.14699,3,1,1,2180,cluster19
1.56238,2,3,1,9200,cluster4
1.71562,3,2,1,6510,cluster5
1.38027,2,1,1,2570,cluster14
1.38027,2,1,1,2570,cluster14
1.34873,2,1,1,1500,cluster14
1.34873,2,1,1,1500,cluster14
1.56238,2,3,1,9200,cluster4
1.22422,3,1,1,2100,cluster19
1.40418,4,2,1,4500,cluster14
1.40418,4,2,1,4500,cluster14
0.676383,6,1,0,1180,cluster16
1.82363,3,2,1,6430,cluster5
0.801391,5,3,1,10390,cluster15
0.801391,5,3,1,10390,cluster15
0.55575,4,1,1,2060,cluster8
0.667834,5,3,0,12120,cluster9
0.667834,5,3,0,12120,cluster9
1.02848,1,0,1,16320,cluster17
1.71562,3,2,1,6510,cluster5
1.22422,3,1,1,2100,cluster19
1.82363,3,2,1,6430,cluster5
1.06865,5,3,0,12230,cluster9
1.06865,5,3,0,12230,cluster9
0.601317,5,2,0,6260,cluster16
1.51183,4,1,1,2310,cluster5
1.06865,5,3,0,12230,cluster9
1.06865,5,3,0,12230,cluster9
0.97395,2,2,1,4030,cluster18
0.601317,5,2,0,6260,cluster16
1.60727,4,2,1,6060,cluster4
1.51183,4,1,1,2310,cluster5
1.18737,3,1,1,2030,cluster5
1.06865,5,3,0,12230,cluster9
1.06865,5,3,0,12230,cluster9
0.968867,6,3,0,10080,cluster8
0.601317,5,2,0,6260,cluster16
0.97395,2,2,1,4030,cluster18
1.06865,5,3,0,12230,cluster9
1.06865,5,3,0,12230,cluster9
1.60727,4,2,1,6060,cluster4
0.601317,5,2,0,6260,cluster16
1.18737,3,1,1,2030,cluster5
0.97395,2,2,1,4030,cluster18
1.60727,4,2,1,6060,cluster4
0.374436,3,1,1,1190,cluster3
0.97395,2,2,1,4030,cluster18
1.16857,3,1,1,1420,cluster5
1.11197,3,1,1,2190,cluster19
1.44575,3,1,1,1160,cluster5
1.04583,5,3,0,12270,cluster9
1.04583,5,3,0,12270,cluster9
0.462616,6,3,0,10580,cluster7
0.462616,6,3,0,10580,cluster7
2.14195,3,3,1,7200,cluster4
1.62688,2,3,1,9480,cluster4
0.374436,3,1,1,1190,cluster3
1.04583,5,3,0,12270,cluster9
1.04583,5,3,0,12270,cluster9
1.1617,5,2,0,6210,cluster16
1.0894,2,2,1,4020,cluster18
1.16857,3,1,1,1420,cluster5
0,5,0,1,19190,cluster11
0.45262,4,1,1,380,cluster7
0.45262,4,1,1,380,cluster7
0.97395,2,2,1,4030,cluster18
1.44575,3,1,1,1160,cluster5
2.14195,3,3,1,7200,cluster4
1.1617,5,2,0,6210,cluster16
1.11197,3,1,1,2190,cluster19
0.384217,1,2,1,6110,cluster11
1.04583,5,3,0,12270,cluster9
1.04583,5,3,0,12270,cluster9
0.462616,6,3,0,10580,cluster7
0.462616,6,3,0,10580,cluster7
0.374436,3,1,1,1190,cluster3
1.62688,2,3,1,9480,cluster4
2.14195,3,3,1,7200,cluster4
0.45262,4,1,1,380,cluster7
0.45262,4,1,1,380,cluster7
1.0894,2,2,1,4020,cluster18
1.04583,5,3,0,12270,cluster9
1.04583,5,3,0,12270,cluster9
1.1617,5,2,0,6210,cluster16
1.33663,4,2,1,4490,cluster14
1.33663,4,2,1,4490,cluster14
1.33663,4,2,1,4490,cluster14
1.33663,4,2,1,4490,cluster14
2.20295,3,3,1,7280,cluster19
1.33663,4,2,1,4490,cluster14
1.33663,4,2,1,4490,cluster14
0.45262,4,1,1,380,cluster7
0.45262,4,1,1,380,cluster7
1.50985,2,1,1,2130,cluster14
1.50985,2,1,1,2130,cluster14
1.22422,3,1,1,2100,cluster19
0.7225,6,1,0,2030,cluster2
0.7225,6,1,0,2030,cluster2
1.50985,2,1,1,2130,cluster14
1.50985,2,1,1,2130,cluster14
1.38433,0,0,1,16450,cluster17
1.50985,2,1,1,2130,cluster14
1.50985,2,1,1,2130,cluster14
0.662799,2,0,1,16550,cluster8
0.7225,6,1,0,2030,cluster2
0.7225,6,1,0,2030,cluster2
1.50985,2,1,1,2130,cluster14
1.50985,2,1,1,2130,cluster14
1.71562,3,2,1,6510,cluster5
0.64925,1,3,1,10590,cluster7
0.64925,1,3,1,10590,cluster7
1.22422,3,1,1,2100,cluster19
0.64925,1,3,1,10590,cluster7
0.64925,1,3,1,10590,cluster7
0.442384,1,3,1,9010,cluster8
0.64925,1,3,1,10590,cluster7
0.64925,1,3,1,10590,cluster7
1.71562,3,2,1,6510,cluster5
0.56037,1,3,1,11120,cluster7
0.56037,1,3,1,11120,cluster7
1.22422,3,1,1,2100,cluster19
0.64925,1,3,1,10590,cluster7
0.64925,1,3,1,10590,cluster7
1.82363,3,2,1,6430,cluster5
0.800367,6,1,0,60,cluster2
0.800367,6,1,0,60,cluster2
0.56037,1,3,1,11120,cluster7
0.56037,1,3,1,11120,cluster7
0.025417,0,0,0,20190,cluster11
0.617479,1,3,1,10450,cluster7
0.617479,1,3,1,10450,cluster7
1.61243,4,2,1,5300,cluster4
0.012457,4,0,1,21290,cluster11
1.05563,6,3,0,10580,cluster2
1.05563,6,3,0,10580,cluster2
0.617479,1,3,1,10450,cluster7
0.617479,1,3,1,10450,cluster7
1.16973,1,1,1,70,cluster15
1.16973,1,1,1,70,cluster15
1.23153,4,2,1,5060,cluster14
1.23153,4,2,1,5060,cluster14
0.911817,5,3,0,12100,cluster9
0.911817,5,3,0,12100,cluster9
1.61243,4,2,1,5300,cluster4
0.012457,4,0,1,21290,cluster11
0.398133,5,3,0,11530,cluster2
0.398133,5,3,0,11530,cluster2
1.05563,6,3,0,10580,cluster2
1.05563,6,3,0,10580,cluster2
0.617479,1,3,1,10450,cluster7
0.617479,1,3,1,10450,cluster7
1.09005,3,1,1,2200,cluster14
1.09005,3,1,1,2200,cluster14
1.23153,4,2,1,5060,cluster14
1.23153,4,2,1,5060,cluster14
2.36638,1,3,1,10270,cluster16
0.753817,1,0,1,16000,cluster8
0.6353,6,1,0,1200,cluster16
1.16973,1,1,1,70,cluster15
1.16973,1,1,1,70,cluster15
1.61243,4,2,1,5300,cluster4
1.05943,5,3,0,12190,cluster9
1.05943,5,3,0,12190,cluster9
0.415416,1,0,1,23550,cluster15
0.415416,1,0,1,23550,cluster15
0.911817,5,3,0,12100,cluster9
0.911817,5,3,0,12100,cluster9
1.05563,6,3,0,10580,cluster2
1.05563,6,3,0,10580,cluster2
1.05943,5,3,0,12190,cluster9
1.05943,5,3,0,12190,cluster9
0.205373,3,1,1,2190,cluster11
0.475683,5,1,1,100,cluster7
0.475683,5,1,1,100,cluster7
1.44575,3,1,1,1160,cluster5
2.07773,3,2,1,6280,cluster5
1.05563,6,3,0,10580,cluster2
1.05563,6,3,0,10580,cluster2
1.44575,3,1,1,1160,cluster5
0.398133,5,3,0,11530,cluster2
0.398133,5,3,0,11530,cluster2
1.44575,3,1,1,1160,cluster5
1.09005,3,1,1,2200,cluster14
1.09005,3,1,1,2200,cluster14
0.185051,1,2,1,4520,cluster11
1.44575,3,1,1,1160,cluster5
2.20295,3,3,1,7280,cluster19
0.6353,6,1,0,1200,cluster16
0.374436,3,1,1,1190,cluster3
0.415416,1,0,1,23550,cluster15
0.415416,1,0,1,23550,cluster15
1.44575,3,1,1,1160,cluster5
1.65993,4,2,1,6150,cluster4
1.34873,2,1,1,1500,cluster14
1.34873,2,1,1,1500,cluster14
0.374436,3,1,1,1190,cluster3
0.09382,3,1,1,550,cluster3
2.20295,3,3,1,7280,cluster19
0.676383,6,1,0,1180,cluster16
1.56238,2,3,1,9200,cluster4
0,4,3,1,11070,cluster11
1.38027,2,1,1,2570,cluster14
1.38027,2,1,1,2570,cluster14
0.923216,2,0,1,15040,cluster8
1.40418,4,2,1,4500,cluster14
1.40418,4,2,1,4500,cluster14
