@relation 'c3_cl-weka.filters.unsupervised.attribute.Remove-R1,5-25'

@attribute Day numeric
@attribute ' Time' numeric
@attribute 'use [kW]' numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13,cluster14,cluster15,cluster16,cluster17,cluster18,cluster19}

@data
0,161500,4.267817,cluster14
0,161400,6.401367,cluster14
0,161300,4.278917,cluster11
0,161200,6.39605,cluster14
0,161100,4.414917,cluster14
0,161000,6.40405,cluster14
0,160900,4.28675,cluster14
0,160800,6.242783,cluster14
0,160700,4.2507,cluster14
0,160600,6.2308,cluster14
0,160500,5.388183,cluster14
0,160400,5.050417,cluster14
0,160300,6.34345,cluster14
0,160200,4.350867,cluster14
0,160100,6.800517,cluster14
0,160000,6.74655,cluster14
0,155900,6.726317,cluster14
0,155800,6.725017,cluster14
0,155700,6.72405,cluster14
0,155600,6.7358,cluster14
0,155500,5.875117,cluster14
0,155400,1.407033,cluster14
0,155300,1.396133,cluster14
0,155200,1.33515,cluster14
0,155100,1.315883,cluster14
0,155000,1.32565,cluster14
0,154900,1.3388,cluster14
0,154800,1.334367,cluster14
0,154700,1.333,cluster14
0,154600,1.332833,cluster14
0,154500,1.419383,cluster14
0,154400,1.267317,cluster14
0,154300,1.262033,cluster14
0,154200,1.322,cluster14
0,154100,1.148083,cluster4
0,154000,0.532083,cluster4
0,153900,0.491283,cluster4
0,153800,0.49275,cluster4
0,153700,0.49345,cluster4
0,153600,0.488983,cluster4
0,153500,0.508333,cluster4
0,153400,0.498467,cluster4
0,153300,0.504583,cluster4
0,153200,0.509383,cluster4
0,153100,0.506317,cluster4
0,153000,0.507983,cluster4
0,152900,0.503517,cluster4
0,152800,0.498683,cluster4
0,152700,0.503467,cluster4
0,152600,0.498083,cluster4
0,152500,0.5086,cluster4
0,152400,0.505683,cluster4
0,152300,0.50685,cluster4
0,152200,0.509133,cluster4
0,152100,0.5139,cluster4
0,152000,0.5096,cluster4
0,151900,0.533683,cluster4
0,151800,0.494617,cluster4
0,151700,0.500067,cluster4
0,151600,0.494467,cluster4
0,151500,0.512617,cluster4
0,151400,0.4999,cluster4
0,151300,0.49995,cluster4
0,151200,0.4975,cluster4
0,151100,0.499883,cluster4
0,151000,0.50075,cluster4
0,150900,0.505867,cluster4
0,150800,0.508533,cluster4
0,150700,0.491083,cluster4
0,150600,0.473,cluster4
0,150500,0.474017,cluster4
0,150400,0.47355,cluster4
0,150300,0.4742,cluster4
0,150200,0.474583,cluster4
0,150100,0.47515,cluster4
0,150000,0.796933,cluster4
0,145900,0.931417,cluster4
0,145800,0.937533,cluster4
0,145700,0.938817,cluster4
0,145600,0.942717,cluster4
0,145500,0.932783,cluster4
0,145400,0.935583,cluster4
0,145300,0.940983,cluster4
0,145200,0.937967,cluster4
0,145100,0.960717,cluster4
0,145000,1.176067,cluster4
0,144900,1.18585,cluster4
0,144800,1.183983,cluster4
0,144700,1.188517,cluster4
0,144600,1.1849,cluster4
0,144500,1.186683,cluster4
0,144400,1.188767,cluster4
0,144300,1.179317,cluster4
0,144200,1.1767,cluster4
0,144100,1.084767,cluster4
0,144000,1.12025,cluster4
0,143900,0.8584,cluster4
0,143800,0.4833,cluster4
0,143700,0.4954,cluster4
0,143600,0.490617,cluster4
0,143500,0.488933,cluster4
0,143400,0.514217,cluster4
0,143300,0.50185,cluster4
0,143200,0.497033,cluster4
0,143100,0.492117,cluster4
0,143000,0.487317,cluster4
